buy,1512,17,21.0,235.81,-4971.92
sell,1658,17,21.0,184.14,3846.98
buy,1813,17,27.0,183.81,-4982.89
sell,232,18,33,159.06,5229.02
buy,341,18,21.0,232.41,-4900.70
sell,389,18,21.0,90.62,1883.02
buy,486,18,32.0,151.68,-4873.91
sell,678,18,32.0,137.04,4365.24
buy,760,18,30.0,161.19,-4855.73
sell,806,18,30.0,140.23,4186.79
buy,844,18,30.0,164.78,-4963.49
sell,1055,18,30.0,184.72,5521.56
buy,1245,18,33.0,147.12,-4874.97
sell,1437,18,33.0,183.45,6033.89
buy,52,19,27.0,179.90,-4877.33
sell,113,19,60.0,164.63,9857.91
buy,134,19,24.0,206.72,-4981.18
sell,235,19,24.0,175.61,4194.66
buy,414,19,27.0,184.03,-4988.86
sell,459,19,27.0,128.29,3443.79
sell,1824,0,59.0,122.13,7185.81
sell,1824,1,28.0,170.26,4747.24
sell,1824,10,108.0,152.16,16412.88
sell,1824,14,16.0,322.86,5145.77
sell,1824,17,27.0,189.33,5091.83
